sex,id,cage,treatment,zt,day,eatdrinkfor,move,rest,flag,graph_zt
F,rectangleb2,b2,CORT,5,1,0,9,291,0,11
M,triangleb2,b2,CORT,5,1,120,126,54,0,11
M,squareb2,b2,CORT,5,1,229,3,68,0,11
F,plusb2,b2,CORT,5,1,160,35,105,0,11
F,rectangleb2,b2,CORT,5.5,1,47,65,188,0,11.5
M,triangleb2,b2,CORT,5.5,1,47,33,220,0,11.5
M,squareb2,b2,CORT,5.5,1,5,35,260,0,11.5
F,plusb2,b2,CORT,5.5,1,19,12,269,0,11.5
F,rectangleb2,b2,CORT,6,1,193,77,30,0,12
M,triangleb2,b2,CORT,6,1,143,16,141,0,12
M,squareb2,b2,CORT,6,1,107,130,63,0,12
F,plusb2,b2,CORT,6,1,206,13,81,0,12
F,rectangleb2,b2,CORT,6.5,1,0,26,274,0,12.5
M,triangleb2,b2,CORT,6.5,1,0,0,300,0,12.5
M,squareb2,b2,CORT,6.5,1,0,120,180,0,12.5
F,plusb2,b2,CORT,6.5,1,2,50,248,0,12.5
F,rectangleb2,b2,CORT,7,1,146,94,60,0,13
M,triangleb2,b2,CORT,7,1,123,53,124,0,13
M,squareb2,b2,CORT,7,1,108,23,169,0,13
F,plusb2,b2,CORT,7,1,0,4,296,0,13
F,rectangleb2,b2,CORT,7.5,1,18,40,242,0,13.5
M,triangleb2,b2,CORT,7.5,1,0,30,270,0,13.5
M,squareb2,b2,CORT,7.5,1,18,37,245,0,13.5
F,plusb2,b2,CORT,7.5,1,0,10,290,0,13.5
F,rectangleb2,b2,CORT,8,1,75,54,171,0,14
M,triangleb2,b2,CORT,8,1,128,66,106,0,14
M,squareb2,b2,CORT,8,1,88,124,88,0,14
F,plusb2,b2,CORT,8,1,112,28,160,0,14
F,rectangleb2,b2,CORT,8.5,1,185,22,93,0,14.5
M,triangleb2,b2,CORT,8.5,1,69,142,89,0,14.5
M,squareb2,b2,CORT,8.5,1,187,22,91,0,14.5
F,plusb2,b2,CORT,8.5,1,211,19,70,0,14.5
F,rectangleb2,b2,CORT,10,1,137,29,134,0,16
M,triangleb2,b2,CORT,10,1,33,128,139,0,16
M,squareb2,b2,CORT,10,1,26,132,142,0,16
F,plusb2,b2,CORT,10,1,47,160,93,0,16
F,rectangleb2,b2,CORT,10.5,1,21,93,186,0,16.5
M,triangleb2,b2,CORT,10.5,1,93,56,151,0,16.5
M,squareb2,b2,CORT,10.5,1,147,9,144,0,16.5
F,plusb2,b2,CORT,10.5,1,151,19,130,0,16.5
F,rectangleb2,b2,CORT,11,1,0,51,249,0,17
M,triangleb2,b2,CORT,11,1,0,74,226,0,17
M,squareb2,b2,CORT,11,1,0,46,254,0,17
F,plusb2,b2,CORT,11,1,0,41,259,0,17
F,rectangleb2,b2,CORT,16.5,1,0,20,280,0,0.5
M,triangleb2,b2,CORT,16.5,1,0,40,260,0,0.5
M,squareb2,b2,CORT,16.5,1,0,4,296,0,0.5
F,plusb2,b2,CORT,16.5,1,0,10,290,0,0.5
F,rectangleb2,b2,CORT,21,1,0,0,300,0,3
M,triangleb2,b2,CORT,21,1,0,0,300,0,3
M,squareb2,b2,CORT,21,1,0,0,300,0,3
F,plusb2,b2,CORT,21,1,0,0,300,0,3
F,rectangleb2,b2,CORT,22,1,0,14,286,0,4
M,triangleb2,b2,CORT,22,1,0,4,296,0,4
M,squareb2,b2,CORT,22,1,0,8,292,0,4
F,plusb2,b2,CORT,22,1,0,0,300,0,4
F,rectangleb2,b2,CORT,23,1,8,141,151,0,5
M,triangleb2,b2,CORT,23,1,0,75,225,0,5
M,squareb2,b2,CORT,23,1,0,98,202,0,5
F,plusb2,b2,CORT,23,1,89,34,177,0,5
F,rectangleb2,b2,CORT,23.5,1,12,53,235,0,5.5
M,triangleb2,b2,CORT,23.5,1,117,25,158,0,5.5
M,squareb2,b2,CORT,23.5,1,66,79,155,0,5.5
F,plusb2,b2,CORT,23.5,1,154,0,146,0,5.5
F,rectangleb2,b2,CORT,0,1,92,82,126,0,6
M,triangleb2,b2,CORT,0,1,133,96,71,0,6
M,squareb2,b2,CORT,0,1,230,10,60,0,6
F,plusb2,b2,CORT,0,1,217,18,65,0,6
F,rectangleb2,b2,CORT,0.5,1,60,0,240,0,6.5
M,triangleb2,b2,CORT,0.5,1,46,14,240,0,6.5
M,squareb2,b2,CORT,0.5,1,60,0,240,0,6.5
F,plusb2,b2,CORT,0.5,1,60,0,240,0,6.5
F,rectangleb2,b2,CORT,1,1,0,0,300,0,7
M,triangleb2,b2,CORT,1,1,36,4,260,0,7
M,squareb2,b2,CORT,1,1,40,0,260,0,7
F,plusb2,b2,CORT,1,1,7,11,282,0,7
F,rectangleb2,b2,CORT,1.5,1,0,0,300,0,7.5
M,triangleb2,b2,CORT,1.5,1,120,0,180,0,7.5
M,squareb2,b2,CORT,1.5,1,104,16,180,0,7.5
F,plusb2,b2,CORT,1.5,1,25,0,275,0,7.5
F,rectangleb2,b2,CORT,4.5,1,118,2,180,0,10.5
M,triangleb2,b2,CORT,4.5,1,65,34,201,0,10.5
M,squareb2,b2,CORT,4.5,1,0,0,300,0,10.5
F,plusb2,b2,CORT,4.5,1,90,9,201,0,10.5
M,rectanglec2,c2,Control,5,1,26,37,237,0,11
M,trianglec2,c2,Control,5,1,19,41,240,0,11
F,squarec2,c2,Control,5,1,55,36,209,0,11
M,plusc2,c2,Control,5,1,12,4,284,0,11
M,rectanglec2,c2,Control,5.5,1,10,24,266,0,11.5
M,trianglec2,c2,Control,5.5,1,0,24,276,0,11.5
F,squarec2,c2,Control,5.5,1,74,22,204,0,11.5
M,plusc2,c2,Control,5.5,1,10,12,278,0,11.5
M,rectanglec2,c2,Control,6,1,0,12,288,0,12
M,trianglec2,c2,Control,6,1,0,38,262,0,12
F,squarec2,c2,Control,6,1,62,16,222,0,12
M,plusc2,c2,Control,6,1,0,9,291,0,12
M,rectanglec2,c2,Control,6.5,1,25,24,251,0,12.5
M,trianglec2,c2,Control,6.5,1,75,34,191,0,12.5
F,squarec2,c2,Control,6.5,1,18,25,257,0,12.5
M,plusc2,c2,Control,6.5,1,14,26,260,0,12.5
M,rectanglec2,c2,Control,7,1,0,49,251,0,13
M,trianglec2,c2,Control,7,1,0,22,278,0,13
F,squarec2,c2,Control,7,1,68,40,192,0,13
M,plusc2,c2,Control,7,1,63,43,194,0,13
M,rectanglec2,c2,Control,7.5,1,47,2,251,0,13.5
M,trianglec2,c2,Control,7.5,1,13,8,279,0,13.5
F,squarec2,c2,Control,7.5,1,23,14,263,0,13.5
M,plusc2,c2,Control,7.5,1,37,12,251,0,13.5
M,rectanglec2,c2,Control,8,1,26,43,231,0,14
M,trianglec2,c2,Control,8,1,0,27,273,0,14
F,squarec2,c2,Control,8,1,45,24,231,0,14
M,plusc2,c2,Control,8,1,0,3,297,0,14
M,rectanglec2,c2,Control,8.5,1,0,13,287,0,14.5
M,trianglec2,c2,Control,8.5,1,11,4,285,0,14.5
F,squarec2,c2,Control,8.5,1,64,42,194,0,14.5
M,plusc2,c2,Control,8.5,1,0,72,228,0,14.5
M,rectanglec2,c2,Control,10,1,129,52,119,0,16
M,trianglec2,c2,Control,10,1,110,45,145,0,16
F,squarec2,c2,Control,10,1,189,21,90,0,16
M,plusc2,c2,Control,10,1,36,81,183,0,16
M,rectanglec2,c2,Control,10.5,1,97,0,203,0,16.5
M,trianglec2,c2,Control,10.5,1,0,68,232,0,16.5
F,squarec2,c2,Control,10.5,1,25,30,245,0,16.5
M,plusc2,c2,Control,10.5,1,51,11,238,0,16.5
M,rectanglec2,c2,Control,11,1,19,42,239,0,17
M,trianglec2,c2,Control,11,1,0,81,219,0,17
F,squarec2,c2,Control,11,1,95,12,193,0,17
M,plusc2,c2,Control,11,1,19,11,270,0,17
M,rectanglec2,c2,Control,14,1,0,3,297,0,20
M,trianglec2,c2,Control,14,1,0,6,294,0,20
F,squarec2,c2,Control,14,1,0,20,280,0,20
M,plusc2,c2,Control,14,1,0,17,283,0,20
M,rectanglec2,c2,Control,16.5,1,0,33,267,0,0.5
M,trianglec2,c2,Control,16.5,1,0,0,300,0,0.5
F,squarec2,c2,Control,16.5,1,0,16,284,0,0.5
M,plusc2,c2,Control,16.5,1,0,0,300,0,0.5
M,rectanglec2,c2,Control,22.5,1,0,6,294,0,4.5
M,trianglec2,c2,Control,22.5,1,0,6,294,0,4.5
F,squarec2,c2,Control,22.5,1,0,6,294,0,4.5
M,plusc2,c2,Control,22.5,1,0,2,298,0,4.5
M,rectanglec2,c2,Control,23,1,40,14,246,0,5
M,trianglec2,c2,Control,23,1,4,58,238,0,5
F,squarec2,c2,Control,23,1,43,23,234,0,5
M,rectanglec2,c2,Control,23.5,1,0,41,259,0,5.5
M,trianglec2,c2,Control,23.5,1,0,30,270,0,5.5
F,squarec2,c2,Control,23.5,1,0,5,295,0,5.5
M,plusc2,c2,Control,23.5,1,4,22,274,0,5.5
M,rectanglec2,c2,Control,0,1,139,10,151,0,6
M,trianglec2,c2,Control,0,1,50,92,158,0,6
F,squarec2,c2,Control,0,1,0,20,280,0,6
M,plusc2,c2,Control,0,1,20,55,225,0,6
M,rectanglec2,c2,Control,0.5,1,15,79,206,0,6.5
M,trianglec2,c2,Control,0.5,1,14,73,213,0,6.5
F,squarec2,c2,Control,0.5,1,4,66,230,0,6.5
M,plusc2,c2,Control,0.5,1,14,58,228,0,6.5
M,rectanglec2,c2,Control,4.5,1,84,13,203,0,10.5
M,trianglec2,c2,Control,4.5,1,85,18,197,0,10.5
F,squarec2,c2,Control,4.5,1,0,8,292,0,10.5
M,plusc2,c2,Control,4.5,1,0,0,300,0,10.5
M,rectangleb3,b3,CORT,7,1,46,2,252,0,13
M,plusb3,b3,CORT,7,1,19,14,267,0,13
M,triangleb3,b3,CORT,7,1,0,4,296,0,13
F,squareb3,b3,CORT,7,1,35,12,253,0,13
M,rectangleb3,b3,CORT,7.5,1,60,29,211,0,13.5
M,plusb3,b3,CORT,7.5,1,21,97,182,0,13.5
M,triangleb3,b3,CORT,7.5,1,0,0,300,0,13.5
F,squareb3,b3,CORT,7.5,1,152,1,147,0,13.5
M,rectangleb3,b3,CORT,9,1,0,0,300,0,15
M,plusb3,b3,CORT,9,1,0,24,276,0,15
M,triangleb3,b3,CORT,9,1,0,20,280,0,15
F,squareb3,b3,CORT,9,1,40,3,257,0,15
M,rectangleb3,b3,CORT,9.5,1,12,52,236,0,15.5
M,plusb3,b3,CORT,9.5,1,129,2,169,0,15.5
M,triangleb3,b3,CORT,9.5,1,0,0,300,0,15.5
F,squareb3,b3,CORT,9.5,1,142,0,158,0,15.5
M,rectangleb3,b3,CORT,10,1,60,45,195,0,16
M,plusb3,b3,CORT,10,1,100,20,180,0,16
M,triangleb3,b3,CORT,10,1,69,34,197,0,16
F,squareb3,b3,CORT,10,1,120,0,180,0,16
M,rectangleb3,b3,CORT,10.5,1,79,32,189,0,16.5
M,plusb3,b3,CORT,10.5,1,89,25,186,0,16.5
M,triangleb3,b3,CORT,10.5,1,120,0,180,0,16.5
F,squareb3,b3,CORT,10.5,1,103,9,188,0,16.5
M,rectangleb3,b3,CORT,11,1,0,25,275,0,17
M,plusb3,b3,CORT,11,1,0,13,287,0,17
M,triangleb3,b3,CORT,11,1,20,68,212,0,17
F,squareb3,b3,CORT,11,1,78,28,194,0,17
M,rectangleb3,b3,CORT,11.5,1,0,15,285,0,17.5
M,plusb3,b3,CORT,11.5,1,0,0,300,0,17.5
M,triangleb3,b3,CORT,11.5,1,0,4,296,0,17.5
F,squareb3,b3,CORT,11.5,1,0,2,298,0,17.5
M,rectangleb3,b3,CORT,19.5,1,0,0,300,0,1.5
M,plusb3,b3,CORT,19.5,1,0,4,296,0,1.5
M,triangleb3,b3,CORT,19.5,1,0,0,300,0,1.5
F,squareb3,b3,CORT,19.5,1,0,0,300,0,1.5
M,rectangleb3,b3,CORT,22.5,1,0,5,295,0,4.5
M,plusb3,b3,CORT,22.5,1,0,7,293,0,4.5
M,triangleb3,b3,CORT,22.5,1,0,2,298,0,4.5
F,squareb3,b3,CORT,22.5,1,0,3,297,0,4.5
M,rectangleb3,b3,CORT,23,1,9,13,278,0,5
M,plusb3,b3,CORT,23,1,0,16,284,0,5
M,triangleb3,b3,CORT,23,1,2,13,285,0,5
F,squareb3,b3,CORT,23,1,0,7,293,0,5
M,rectangleb3,b3,CORT,23.5,1,0,0,300,0,5.5
M,plusb3,b3,CORT,23.5,1,0,0,300,0,5.5
M,triangleb3,b3,CORT,23.5,1,0,62,238,0,5.5
F,squareb3,b3,CORT,23.5,1,0,72,228,0,5.5
M,rectangleb3,b3,CORT,0,1,0,1,299,0,6
M,plusb3,b3,CORT,0,1,0,0,300,0,6
M,triangleb3,b3,CORT,0,1,3,0,297,0,6
F,squareb3,b3,CORT,0,1,120,0,180,0,6
M,rectangleb3,b3,CORT,0.5,1,120,15,165,0,6.5
M,plusb3,b3,CORT,0.5,1,29,54,217,0,6.5
M,triangleb3,b3,CORT,0.5,1,30,79,191,0,6.5
M,trianglec3,c3,Control,5,1,38,92,170,0,11
F,squarec3,c3,Control,5,1,97,110,93,0,11
F,rectanglec3,c3,Control,5,1,97,81,122,0,11
M,plusc3,c3,Control,5,1,74,80,146,0,11
M,trianglec3,c3,Control,5.5,1,0,20,280,0,11.5
F,squarec3,c3,Control,5.5,1,0,4,296,0,11.5
F,rectanglec3,c3,Control,5.5,1,0,0,300,0,11.5
M,plusc3,c3,Control,5.5,1,61,32,207,0,11.5
M,trianglec3,c3,Control,6,1,0,0,300,0,12
F,squarec3,c3,Control,6,1,16,21,263,0,12
F,rectanglec3,c3,Control,6,1,11,4,285,0,12
M,plusc3,c3,Control,6,1,0,41,259,0,12
M,trianglec3,c3,Control,7,1,0,0,300,0,13
F,squarec3,c3,Control,7,1,0,33,267,0,13
F,rectanglec3,c3,Control,7,1,0,0,300,0,13
M,plusc3,c3,Control,7,1,0,69,231,0,13
M,trianglec3,c3,Control,8,1,18,13,269,0,14
F,squarec3,c3,Control,8,1,8,12,280,0,14
F,rectanglec3,c3,Control,8,1,10,46,244,0,14
M,plusc3,c3,Control,8,1,31,5,264,0,14
M,trianglec3,c3,Control,9,1,69,18,213,0,15
F,squarec3,c3,Control,9,1,49,46,205,0,15
F,rectanglec3,c3,Control,9,1,57,30,213,0,15
M,plusc3,c3,Control,9,1,28,25,247,0,15
M,trianglec3,c3,Control,9.5,1,9,72,219,0,15.5
F,squarec3,c3,Control,9.5,1,25,88,187,0,15.5
F,rectanglec3,c3,Control,9.5,1,0,14,286,0,15.5
M,plusc3,c3,Control,9.5,1,36,64,200,0,15.5
M,trianglec3,c3,Control,10,1,59,24,217,0,16
F,squarec3,c3,Control,10,1,60,52,188,0,16
F,rectanglec3,c3,Control,10,1,99,14,187,0,16
M,plusc3,c3,Control,10,1,13,44,243,0,16
M,trianglec3,c3,Control,10.5,1,21,25,254,0,16.5
F,squarec3,c3,Control,10.5,1,106,4,190,0,16.5
F,rectanglec3,c3,Control,10.5,1,105,7,188,0,16.5
M,plusc3,c3,Control,10.5,1,87,28,185,0,16.5
M,trianglec3,c3,Control,11,1,0,14,286,0,17
F,squarec3,c3,Control,11,1,0,6,294,0,17
F,rectanglec3,c3,Control,11,1,0,10,290,0,17
M,plusc3,c3,Control,11,1,0,5,295,0,17
M,trianglec3,c3,Control,12.5,1,0,25,275,0,18.5
F,squarec3,c3,Control,12.5,1,0,44,256,0,18.5
F,rectanglec3,c3,Control,12.5,1,0,6,294,0,18.5
M,plusc3,c3,Control,12.5,1,0,22,278,0,18.5
M,trianglec3,c3,Control,13.5,1,0,11,289,0,19.5
F,squarec3,c3,Control,13.5,1,0,0,300,0,19.5
F,rectanglec3,c3,Control,13.5,1,0,0,300,0,19.5
M,plusc3,c3,Control,13.5,1,0,0,300,0,19.5
M,trianglec3,c3,Control,14.5,1,0,0,300,0,20.5
F,squarec3,c3,Control,14.5,1,0,12,288,0,20.5
F,rectanglec3,c3,Control,14.5,1,0,0,300,0,20.5
M,plusc3,c3,Control,14.5,1,0,0,300,0,20.5
M,trianglec3,c3,Control,16.5,1,0,18,282,0,0.5
F,squarec3,c3,Control,16.5,1,0,16,284,0,0.5
F,rectanglec3,c3,Control,16.5,1,0,0,300,0,0.5
M,plusc3,c3,Control,16.5,1,0,19,281,0,0.5
M,trianglec3,c3,Control,18.5,1,0,20,280,0,0.5
F,squarec3,c3,Control,18.5,1,0,13,287,0,0.5
F,rectanglec3,c3,Control,18.5,1,0,8,292,0,0.5
M,plusc3,c3,Control,18.5,1,0,24,276,0,0.5
M,trianglec3,c3,Control,23,1,0,0,300,0,5
F,squarec3,c3,Control,23,1,0,45,255,0,5
F,rectanglec3,c3,Control,23,1,0,45,255,0,5
M,plusc3,c3,Control,23,1,0,30,270,0,5
M,trianglec3,c3,Control,3,1,0,0,300,0,9
F,squarec3,c3,Control,3,1,0,2,298,0,9
F,rectanglec3,c3,Control,3,1,0,0,300,0,9
M,plusc3,c3,Control,3,1,0,0,300,0,9
M,trianglec3,c3,Control,3.5,1,72,15,213,0,9.5
F,squarec3,c3,Control,3.5,1,99,16,185,0,9.5
F,rectanglec3,c3,Control,3.5,1,120,0,180,0,9.5
M,plusc3,c3,Control,3.5,1,41,18,241,0,9.5
M,triangleb4,b4,CORT,4,1,80,9,211,0,10
M,squareb4,b4,CORT,4,1,14,32,254,0,10
M,rectangleb4,b4,CORT,4,1,93,8,199,0,10
F,plusb4,b4,CORT,4,1,25,5,270,0,10
M,triangleb4,b4,CORT,4.5,1,120,0,180,0,10.5
M,squareb4,b4,CORT,4.5,1,120,0,180,0,10.5
M,rectangleb4,b4,CORT,4.5,1,67,23,210,0,10.5
F,plusb4,b4,CORT,4.5,1,13,44,243,0,10.5
M,triangleb4,b4,CORT,5,1,0,17,283,0,11
M,squareb4,b4,CORT,5,1,0,0,300,0,11
M,rectangleb4,b4,CORT,5,1,0,0,300,0,11
F,plusb4,b4,CORT,5,1,0,5,295,0,11
M,triangleb4,b4,CORT,5.5,1,66,23,211,0,11.5
M,squareb4,b4,CORT,5.5,1,73,4,223,0,11.5
M,rectangleb4,b4,CORT,5.5,1,112,8,180,0,11.5
F,plusb4,b4,CORT,5.5,1,6,39,255,0,11.5
M,triangleb4,b4,CORT,6,1,0,0,300,0,12
M,squareb4,b4,CORT,6,1,0,20,280,0,12
M,rectangleb4,b4,CORT,6,1,0,0,300,0,12
F,plusb4,b4,CORT,6,1,0,4,296,0,12
M,triangleb4,b4,CORT,6.5,1,79,0,221,0,12.5
M,squareb4,b4,CORT,6.5,1,0,5,295,0,12.5
M,rectangleb4,b4,CORT,6.5,1,25,5,270,0,12.5
F,plusb4,b4,CORT,6.5,1,0,5,295,0,12.5
M,triangleb4,b4,CORT,7,1,0,32,268,0,13
M,squareb4,b4,CORT,7,1,9,10,281,0,13
M,rectangleb4,b4,CORT,7,1,1,10,289,0,13
F,plusb4,b4,CORT,7,1,0,0,300,0,13
M,triangleb4,b4,CORT,8.5,1,0,34,266,0,14.5
M,squareb4,b4,CORT,8.5,1,86,20,194,0,14.5
M,rectangleb4,b4,CORT,8.5,1,0,0,300,0,14.5
F,plusb4,b4,CORT,8.5,1,0,21,279,0,14.5
M,triangleb4,b4,CORT,9,1,96,17,187,0,15
M,squareb4,b4,CORT,9,1,111,0,189,0,15
M,rectangleb4,b4,CORT,9,1,76,27,197,0,15
F,plusb4,b4,CORT,9,1,83,15,202,0,15
M,triangleb4,b4,CORT,9.5,1,12,40,248,0,15.5
M,squareb4,b4,CORT,9.5,1,5,105,190,0,15.5
M,rectangleb4,b4,CORT,9.5,1,48,45,207,0,15.5
F,plusb4,b4,CORT,9.5,1,23,65,212,0,15.5
M,triangleb4,b4,CORT,10,1,133,23,144,0,16
M,squareb4,b4,CORT,10,1,106,72,122,0,16
M,rectangleb4,b4,CORT,10,1,104,45,151,0,16
F,plusb4,b4,CORT,10,1,146,10,144,0,16
M,triangleb4,b4,CORT,10.5,1,110,13,177,0,16.5
M,squareb4,b4,CORT,10.5,1,106,5,189,0,16.5
M,rectangleb4,b4,CORT,10.5,1,127,0,173,0,16.5
F,plusb4,b4,CORT,10.5,1,117,7,176,0,16.5
M,triangleb4,b4,CORT,11,1,25,11,264,0,17
M,squareb4,b4,CORT,11,1,72,10,218,0,17
M,rectangleb4,b4,CORT,11,1,0,56,244,0,17
F,plusb4,b4,CORT,11,1,22,16,262,0,17
M,triangleb4,b4,CORT,16.5,1,0,12,288,0,0.5
M,squareb4,b4,CORT,16.5,1,0,4,296,0,0.5
M,rectangleb4,b4,CORT,16.5,1,0,7,293,0,0.5
F,plusb4,b4,CORT,16.5,1,0,3,297,0,0.5
M,triangleb4,b4,CORT,17.5,1,0,3,297,0,1.5
M,squareb4,b4,CORT,17.5,1,0,11,289,0,1.5
M,rectangleb4,b4,CORT,17.5,1,0,14,286,0,1.5
F,plusb4,b4,CORT,17.5,1,0,0,300,0,1.5
M,triangleb4,b4,CORT,18,1,0,0,300,0,0
M,squareb4,b4,CORT,18,1,0,14,286,0,0
M,rectangleb4,b4,CORT,18,1,0,0,300,0,0
F,plusb4,b4,CORT,18,1,0,0,300,0,0
M,triangleb4,b4,CORT,19,1,0,4,296,0,1
M,squareb4,b4,CORT,19,1,0,11,289,0,1
M,rectangleb4,b4,CORT,19,1,0,0,300,0,1
F,plusb4,b4,CORT,19,1,0,10,290,0,1
M,triangleb4,b4,CORT,21,1,0,12,288,0,3
M,squareb4,b4,CORT,21,1,0,0,300,0,3
M,rectangleb4,b4,CORT,21,1,0,16,284,0,3
F,plusb4,b4,CORT,21,1,0,0,300,0,3
M,triangleb4,b4,CORT,22,1,0,0,300,0,4
M,squareb4,b4,CORT,22,1,0,1,299,0,4
M,rectangleb4,b4,CORT,22,1,0,0,300,0,4
F,plusb4,b4,CORT,22,1,0,5,295,0,4
M,triangleb4,b4,CORT,22.5,1,0,24,276,0,4.5
M,squareb4,b4,CORT,22.5,1,0,22,278,0,4.5
M,rectangleb4,b4,CORT,22.5,1,0,16,284,0,4.5
F,plusb4,b4,CORT,22.5,1,0,12,288,0,4.5
M,triangleb4,b4,CORT,23,1,0,0,300,0,5
M,squareb4,b4,CORT,23,1,0,1,299,0,5
M,rectangleb4,b4,CORT,23,1,0,12,288,0,5
F,plusb4,b4,CORT,23,1,0,6,294,0,5
M,triangleb4,b4,CORT,23.5,1,77,17,206,0,5.5
M,squareb4,b4,CORT,23.5,1,46,62,192,0,5.5
M,rectangleb4,b4,CORT,23.5,1,28,81,191,0,5.5
F,plusb4,b4,CORT,23.5,1,68,5,227,0,5.5
M,triangleb4,b4,CORT,1,1,120,12,168,0,7
M,squareb4,b4,CORT,1,1,92,30,178,0,7
M,rectangleb4,b4,CORT,1,1,5,15,280,0,7
F,plusb4,b4,CORT,1,1,98,15,187,0,7
M,triangleb4,b4,CORT,1.5,1,197,0,103,0,7.5
M,squareb4,b4,CORT,1.5,1,109,11,180,0,7.5
M,rectangleb4,b4,CORT,1.5,1,84,5,211,0,7.5
F,plusb4,b4,CORT,1.5,1,22,26,252,0,7.5
M,trianglec4,c4,Control,4,1,0,15,285,0,10
M,squarec4,c4,Control,4,1,38,34,228,0,10
F,rectanglec4,c4,Control,4,1,0,13,287,0,10
M,plusc4,c4,Control,4,1,0,0,300,0,10
M,trianglec4,c4,Control,5,1,30,81,189,0,11
M,squarec4,c4,Control,5,1,60,20,220,0,11
F,rectanglec4,c4,Control,5,1,106,10,184,0,11
M,plusc4,c4,Control,5,1,84,12,204,0,11
M,trianglec4,c4,Control,5.5,1,2,29,269,0,11.5
M,squarec4,c4,Control,5.5,1,0,11,289,0,11.5
F,rectanglec4,c4,Control,5.5,1,46,25,229,0,11.5
M,plusc4,c4,Control,5.5,1,12,13,275,0,11.5
M,trianglec4,c4,Control,6,1,18,3,279,0,12
M,squarec4,c4,Control,6,1,37,4,259,0,12
F,rectanglec4,c4,Control,6,1,3,2,295,0,12
M,plusc4,c4,Control,6,1,30,9,261,0,12
M,trianglec4,c4,Control,7,1,0,92,208,0,13
M,squarec4,c4,Control,7,1,69,8,223,0,13
F,rectanglec4,c4,Control,7,1,104,8,188,0,13
M,plusc4,c4,Control,7,1,82,28,190,0,13
M,trianglec4,c4,Control,7.5,1,0,120,180,0,13.5
M,squarec4,c4,Control,7.5,1,78,42,180,0,13.5
F,rectanglec4,c4,Control,7.5,1,0,115,185,0,13.5
M,plusc4,c4,Control,7.5,1,122,41,137,0,13.5
M,trianglec4,c4,Control,8,1,118,8,174,0,14
M,squarec4,c4,Control,8,1,108,57,135,0,14
F,rectanglec4,c4,Control,8,1,84,64,152,0,14
M,plusc4,c4,Control,8,1,132,37,131,0,14
M,trianglec4,c4,Control,8.5,1,154,1,145,0,14.5
M,squarec4,c4,Control,8.5,1,59,82,159,0,14.5
F,rectanglec4,c4,Control,8.5,1,62,52,186,0,14.5
M,plusc4,c4,Control,8.5,1,85,25,190,0,14.5
M,trianglec4,c4,Control,9,1,11,13,276,0,15
M,squarec4,c4,Control,9,1,23,66,211,0,15
F,rectanglec4,c4,Control,9,1,56,24,220,0,15
M,plusc4,c4,Control,9,1,84,8,208,0,15
M,trianglec4,c4,Control,9.5,1,0,67,233,0,15.5
M,squarec4,c4,Control,9.5,1,120,0,180,0,15.5
F,rectanglec4,c4,Control,9.5,1,31,22,247,0,15.5
M,plusc4,c4,Control,9.5,1,0,55,245,0,15.5
M,trianglec4,c4,Control,10,1,123,0,177,0,16
M,squarec4,c4,Control,10,1,81,31,188,0,16
F,rectanglec4,c4,Control,10,1,71,33,196,0,16
M,plusc4,c4,Control,10,1,27,33,240,0,16
M,trianglec4,c4,Control,10.5,1,99,21,180,0,16.5
M,squarec4,c4,Control,10.5,1,63,64,173,0,16.5
F,rectanglec4,c4,Control,10.5,1,166,0,134,0,16.5
M,plusc4,c4,Control,10.5,1,96,10,194,0,16.5
M,trianglec4,c4,Control,11,1,113,3,184,0,17
M,squarec4,c4,Control,11,1,32,7,261,0,17
F,rectanglec4,c4,Control,11,1,120,5,175,0,17
M,plusc4,c4,Control,11,1,6,50,244,0,17
M,trianglec4,c4,Control,21,1,0,0,300,0,3
M,squarec4,c4,Control,21,1,0,0,300,0,3
F,rectanglec4,c4,Control,21,1,0,10,290,0,3
M,plusc4,c4,Control,21,1,0,5,295,0,3
M,trianglec4,c4,Control,23,1,0,22,278,0,5
M,squarec4,c4,Control,23,1,0,10,290,0,5
F,rectanglec4,c4,Control,23,1,25,15,260,0,5
M,plusc4,c4,Control,23,1,22,30,248,0,5
M,trianglec4,c4,Control,23.5,1,64,6,230,0,5.5
M,squarec4,c4,Control,23.5,1,2,49,249,0,5.5
F,rectanglec4,c4,Control,23.5,1,120,0,180,0,5.5
M,plusc4,c4,Control,23.5,1,120,0,180,0,5.5
M,trianglec4,c4,Control,1,1,0,53,247,0,7
M,squarec4,c4,Control,1,1,0,31,269,0,7
F,rectanglec4,c4,Control,1,1,0,20,280,0,7
M,plusc4,c4,Control,1,1,0,0,300,0,7
